Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"BLDC-2025-033837","Building Commercial - New Construction","Issued","","09/17/2025","07/17/2025","12/16/2026","","Permit","44525  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 2 NEW CORE/SHELL DATA CENTER W/ PHASED OCCUPANCY DATA HALL BUILDING PERMIT"
"BLDC-2025-033844","Building Commercial - Tenant Fit-Up","Issued","","09/29/2025","07/17/2025","03/28/2026","","Permit","44525  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 2 TENANT FITOUT PHASE 1 BUILDING PERMIT; PLANS REVIEWED UNDER BLDC-2025-033837"
"BLDC-2025-033848","Building Commercial - Tenant Fit-Up","Issued","","09/29/2025","07/17/2025","12/28/2026","","Permit","44525  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 2 TENANT FITOUT PHASE 2 BUILDING PERMIT; PLANS REVIEWED UNDER BLDC-2025-033837"
"BLDC-2025-033850","Building Commercial - Tenant Fit-Up","Issued","","09/29/2025","07/17/2025","03/28/2026","","Permit","44525  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 2 TENANT FITOUT PHASE 3 BUILDING PERMIT; PLANS REVIEWED UNDER BLDC-2025-033837"
"BLDC-2025-033852","Building Commercial - Tenant Fit-Up","Issued","","09/29/2025","07/17/2025","03/28/2026","","Permit","44525  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 2 TENANT FITOUT PHASE 4 BUILDING PERMIT; PLANS REVIEWED UNDER BLDC-2025-033837"
"BLDC-2025-034834","Building Commercial - New Construction","In Review","","","07/24/2025","","","Permit","22330  BRODERICK DR  STERLING VA 20166","044267923000","New 4 story data center - powered shell"
"BLDC-2025-035296","Building Commercial - Addition","Cancelled","","","07/28/2025","","","Permit","22225 LOUDOUN COUNTY PKWY ASHBURN VA 20147","089496314002","Adding a deck to a temporary trailer. This permit is for a temporary Trailer for construction office 1, with the temporary address as follow: 22147 Loudoun PKWY, Ashburn Va 20147.
ZONC-2025-032236"
"BLDC-2025-035300","Building Commercial - Addition","Cancelled","","","07/28/2025","","","Permit","22225 LOUDOUN COUNTY PKWY ASHBURN VA 20147","089496314002","Adding a deck to a temporary trailer. This permit is for a temporary Trailer for construction office 2, with the temporary address as follow: 22143 Loudoun Pkwy, Ashburn VA 20147. Zoning Permit is: ZONC-2025-032238"
"BLDC-2025-035302","Building Commercial - Addition","Cancelled","","","07/28/2025","","","Permit","22225 LOUDOUN COUNTY PKWY ASHBURN VA 20147","089496314002","Adding a deck to a temporary trailer. This permit is for a temporary Trailer for construction office 3, with the temporary address as follow: 22137 Loudoun PKWY, Ashburn VA 20147.
ZONC-2025-032240"
"BLDC-2025-035307","Building Commercial - Addition","Cancelled","","","07/28/2025","","","Permit","22225 LOUDOUN COUNTY PKWY ASHBURN VA 20147","089496314002","Adding a deck to a temporary trailer. This permit is for a temporary Trailer for construction office 4, with the temporary address as follow: 22139 Loudoun PKWY, Ashburn VA 20147.
ZONC-2025-032242"
"BLDC-2025-035310","Building Commercial - Addition","Cancelled","","","07/28/2025","","","Permit","22225 LOUDOUN COUNTY PKWY ASHBURN VA 20147","089496314002","Adding a deck to a temporary trailer. This permit is for a temporary Trailer for construction office 5, with the temporary address as follow: 22141 Loudoun PKWY, Ashburn Va 20147.
ZONC-2025-032244"
"BLDC-2025-035715","Building Commercial - Tenant Fit-Up","Cancelled","","","07/30/2025","","","Permit","22715  RELOCATION DR  STERLING VA 20166","045279612000","Alterations to existing buildings included in permits BLDC-2024-046848 BLDC-2024-035070."
"BLDC-2025-036008","Building Commercial - New Construction","Issued","","03/27/2026","07/31/2025","09/23/2026","","Permit","42601  GRUMPY TOAD PLZ  ASHBURN VA 20148","161264481000","Shell Building Permit"
"BLDC-2025-036043","Building Commercial - Alteration","Finaled","","10/09/2025","07/31/2025","09/08/2026","03/12/2026","Permit","43714 EFFICIENCY DR STERLING VA 20166","093365404005","ADDITION OF OFFICE AND STORAGE AREA REQUIRED SEPARATE PERMITTING FROM PERMIT BLDC-2024-064836 AS IT WAS NOT PART OF THE ORIGINAL SCOPE OF WORK; DATA HALL PLANS REVIEWED UNDER BLDC-2024-064836. Electronic copy "
"BLDC-2025-036398","Building Commercial - Tenant Fit-Up","Issued","","08/28/2025","08/04/2025","04/15/2026","","Permit","21715  FILIGREE CT  ASHBURN VA 20147","061483407000","DC2-EOL;  SEPARATION PERMIT FOR ""COLO 160"";  CREATING A PERMIT FOR OCCUPANCY PURPOSES ONLY. NO DESIGN CHANGES.  ENTIRE BUILDING ALREADY REVIEWED AND APPROVED UNDER B20539370100. electronic copy "
"BLDC-2025-036719","Building Commercial - Alteration","Cancelled","","","08/06/2025","","","Permit","22574  PACIFIC BLVD  STERLING VA 20166","045299249000","Electrical distribution alteration for final six data halls at this location. First six data halls are already completed. Increased in capacity of electrical distribution from PDU and feeders from PDU's"
"BLDC-2025-037052","Building Commercial - Miscellaneous Structure","Issued","","10/01/2025","08/08/2025","03/30/2026","","Permit","44607  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC | Project NOVA - Retaining Wall approximately 280 LF and 6' HT"
"BLDC-2025-037107","Building Commercial - Miscellaneous Structure","Issued","","10/01/2025","08/08/2025","03/30/2026","","Permit","","193274995000","Pre-manufactured Guard Booth for the Campus"
"BLDC-2025-037397","Building Commercial - Alteration","Finaled","","09/02/2025","08/12/2025","10/13/2026","04/16/2026","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD44 A100 PBB Tenant Office Renovations"
"BLDC-2025-037615","Building Commercial - Miscellaneous Structure","In Review","","","08/13/2025","","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","Retaining Wall. Electronic copy "
"BLDC-2025-038589","Building Commercial - Tenant Fit-Up","Issued","","09/08/2025","08/20/2025","03/07/2026","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","089208954000","META BTO-LDV2 PHASE 1 (LEVEL 3) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: HOLDER CONSTRUCTION"
"BLDC-2025-038594","Building Commercial - Tenant Fit-Up","Issued","","09/15/2025","08/20/2025","03/14/2026","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","089208954000","META BTO-LDV2 PHASE 2 (LEVEL 2) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: HOLDER CONSTRUCTION"
"BLDC-2025-038597","Building Commercial - Tenant Fit-Up","Issued","","09/15/2025","08/20/2025","03/14/2026","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","089208954000","META BTO-LDV2 PHASE 3 (LEVEL 1) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: HOLDER CONSTRUCTION"
"BLDC-2025-038779","Building Commercial - Alteration","Finaled","","10/08/2025","08/21/2025","01/20/2027","07/24/2026","Permit","24555  HOWLING ROOSTER LN  STERLING VA 20166","162176713000","ARA3A STANDALONE BUILDING PERMIT FOR ZONE 1 STEEL SOW ONLY. Electronic Copy "
"BLDC-2025-038780","Building Commercial - Alteration","Finaled","","10/08/2025","08/21/2025","01/18/2027","07/21/2026","Permit","24555  HOWLING ROOSTER LN  STERLING VA 20166","162176713000","ARA3A STANDALONE BUILDING PERMIT FOR ZONE 2 STEEL SOW ONLY. Electronic copy "
"BLDC-2025-039077","Building Commercial - Alteration","Issued","","03/11/2026","08/24/2025","09/07/2026","","Permit","22651  DULLES SUMMIT CT  STERLING VA 20166","045254455000","Replacement of existing, end-of-life exterior water storage tanks with new water storage tanks on new concrete pad, redundant water pumping equipment, and new screening wall. Electronic Copy "
"BLDC-2025-039465","Building Commercial - Alteration","In Review","","","08/26/2025","","","Permit","43790  DEVIN SHAFRON DR  ASHBURN VA 20147","089374763000","Structural steel pipe supports for chiller install project.  Contractor TBD. electronic copy "
"BLDC-2025-039615","Building Commercial - Tenant Fit-Up","Issued","","10/16/2025","08/27/2025","02/22/2027","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","QTS ASH1-DC2 1ST FLOOR TENANT FITOUT ROADRUNNER BUILDING PERMIT"
"BLDC-2025-039934","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/15/2025","08/28/2025","07/22/2026","02/06/2026","Permit","42370 THUNDERBALL DR LEESBURG VA 20175","194103673002","IAD 001 BYTEDANCE BUILDING E PHASE 2 (2ND FLOOR EAST) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-039938","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/15/2025","08/28/2025","08/19/2026","03/04/2026","Permit","42370 THUNDERBALL DR LEESBURG VA 20175","194103673002","IAD 001 BYTEDANCE BUILDING E PHASE 3 (1ST FLOOR WEST) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-039943","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/15/2025","08/28/2025","09/16/2026","04/02/2026","Permit","42370 THUNDERBALL DR LEESBURG VA 20175","194103673002","IAD 001 BYTEDANCE BUILDING E PHASE 4 (2ND FLOOR WEST) TENANT FITOUT BUILDING PERMIT; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-040075","Building Commercial - Tenant Fit-Up","Issued","","10/20/2025","08/29/2025","10/26/2026","","Permit","21780  FILIGREE CT  ASHBURN VA 20147","061394321000","Suite 100 Tenant Fit-Out/Data Hall in an existing Data Center Core and Shell"
"BLDC-2025-040078","Building Commercial - Tenant Fit-Up","Issued","","11/24/2025","08/29/2025","02/08/2027","","Permit","21780  FILIGREE CT  ASHBURN VA 20147","061394321000","Suite 200 Tenant/Data Hall Fit-out"
"BLDC-2025-040123","Building Commercial - Alteration","Issued","","10/01/2025","08/29/2025","03/30/2026","09/25/2025","Permit","22435  GLENN DR  STERLING VA 20164","032155119000","Pedestrian Gates"
"BLDC-2025-040329","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/07/2025","09/02/2025","12/22/2026","07/23/2026","Permit","22715  RELOCATION DR  STERLING VA 20166","045279612000","Tenant Fit-Out B Project includes the interior fit-out of the following Data Hall spaces: DH3-110, DH3-120, DH3-210, DH3-220, DH3-310, DH3-320 and DH3-420. The scope of work includes the addition of passageways between Data Halls through existing Mechanical Galleries, as well as additional programming, storage, added electrical conveyance, and restroom spaces within the Data Halls."
"BLDC-2025-040331","Building Commercial - Tenant Fit-Up","Issued","","10/07/2025","09/02/2025","03/02/2027","","Permit","22715  RELOCATION DR  STERLING VA 20166","045279612000","Tenant Fit-Out B Project includes the interior fit-out of the following Data Hall spaces: DH3-130. The scope of work includes the addition of passageways between Data Halls through existing Mechanical Galleries, as well as additional programming, storage, and added electrical conveyance."
"BLDC-2025-040406","Building Commercial - Demolition","Issued","","01/16/2026","09/02/2025","07/15/2026","","Permit","41654  LITTLE RIVER TPKE  ALDIE VA 20105","246297353000","DEMO EXISITNG STRUCTURE"
"BLDC-2025-040459","Building Commercial - Alteration","Finaled","","10/16/2025","09/03/2025","03/01/2027","08/31/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Package 1 platform grating for generators and PODs."
"BLDC-2025-041225","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","09/22/2025","09/05/2025","05/26/2026","12/02/2025","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 2; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041227","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","09/22/2025","09/05/2025","06/16/2026","12/19/2025","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 3; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041228","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","09/22/2025","09/05/2025","07/13/2026","01/15/2026","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 4; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041229","Building Commercial - Tenant Fit-Up","Issued","","09/22/2025","09/05/2025","03/10/2027","","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 5; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041230","Building Commercial - Tenant Fit-Up","Issued","","09/22/2025","09/05/2025","03/15/2027","","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 6; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041233","Building Commercial - Tenant Fit-Up","Issued","","09/22/2025","09/05/2025","12/07/2026","","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 7; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041234","Building Commercial - Tenant Fit-Up","Issued","","09/24/2025","09/05/2025","01/18/2027","","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT - CREATING FOR PHASED OCCUPANCY PHASE 8; FULL PLAN SET & BULLETIN SUBMITTED/APPROVED UNDER BLDC-2024-052045; CONTRACTOR IS: SUFFOLK CONSTRUCTION"
"BLDC-2025-041272","Building Commercial - Alteration","Finaled","","10/06/2025","09/07/2025","06/29/2026","12/30/2025","Permit","22271  BRODERICK DR  STERLING VA 20166","044152877000","RENOVATIONS OF AN EXISTING OFFICE AREA TO CONVERT OPEN SPACE TO AN ADDITIONAL SINGLE PRIVATE OFFICE. CONSTRUCTION OF NEW PARTITIANS, MEP SYSTEMS AND FINISHES ARE INCLUDED FOR REQUIRED CHANGE TO FLOOR PLAN. PROJECT AREA 1178 SF"
"BLDC-2025-041701","Building Commercial - Tenant Fit-Up","Finaled","","10/15/2025","09/09/2025","03/09/2027","06/26/2026","Permit","20480  GOOSE LANDING LN  LEESBURG VA 20175","194498227000","SBP3A PHASE 1 TENANT FITOUT BUILDING PERMIT; CREATING PHASED PERMIT FOR OCCUPANCY PURPOSES; ALL PLANS REVIEWED/APPROVED UNDER BLDC-2024-008905; CONTRACTOR IS: WHITING TURNER CONTRACTING COMPANY. Electronic Copy "
"BLDC-2025-041706","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/15/2025","09/09/2025","03/08/2027","08/07/2026","Permit","20480  GOOSE LANDING LN  LEESBURG VA 20175","194498227000","SBP3A PHASE 2 TENANT FITOUT BUILDING PERMIT; CREATING PHASED PERMIT FOR OCCUPANCY PURPOSES; ALL PLANS REVIEWED/APPROVED UNDER BLDC-2024-008905; CONTRACTOR IS: WHITING TURNER CONTRACTING COMPANY. Electronic Copy "
"BLDC-2025-042096","Building Commercial - Miscellaneous Structure","Complete","","","09/11/2025","","09/29/2025","Permit","45210 VANTAGE DATA PLZ STERLING VA 20166","044292829001","Install 1 illuminated Freestanding sign"
"BLDC-2025-042108","Building Commercial - Addition","Issued","","09/29/2025","09/11/2025","03/28/2026","","Permit","45210 VANTAGE DATA PLZ STERLING VA 20166","044292829001","Install monument sign"
"BLDC-2025-042927","Building Commercial - Tenant Fit-Up","Issued","","10/29/2025","09/16/2025","03/01/2027","","Permit","43714  EFFICIENCY DR  STERLING VA 20166","093365404000","IAD 45 BUIDLING BUILDING 9 SUITE 100"
"BLDC-2025-042928","Building Commercial - Tenant Fit-Up","Issued","","10/29/2025","09/16/2025","03/16/2027","","Permit","43714  EFFICIENCY DR  STERLING VA 20166","093365404000","IAD 45 BLD 9 SUITE 200 FITOUT"
"BLDC-2025-042949","Building Commercial - New Construction","In Review","","","09/16/2025","","","Permit","21690 GRESHAM DR ASHBURN VA 20147","061373570000","ACC11 Data Center Core & Shell"
"BLDC-2025-043800","Building Commercial - Alteration","Issued","","10/14/2025","09/23/2025","04/12/2026","","Permit","24555  HOWLING ROOSTER LN  STERLING VA 20166","162176713000","SYSTEMS FURNITURE PERMIT"
"BLDC-2025-044143","Building Commercial - New Construction","Issued","","01/09/2026","09/24/2025","03/16/2027","","Permit","19570  HYPERSPACE LN  ASHBURN VA 20147","113162785000","SDC BUILDING 3 (BLACKFIN) CORE/SHELL BUILDING PERMIT; CONTRACTOR IS: THE WHITING TURNER CONTRACTING COMPANY"
"BLDC-2025-044147","Building Commercial - Tenant Fit-Up","In Review","","","09/24/2025","","","Permit","19570  HYPERSPACE LN  ASHBURN VA 20147","113162785000","SDC BUILDING 3 (BLACKFIN) PHASE 1 TENANT FIT-UP BUILDING PERMIT; CONTRACTOR IS: THE WHITING TURNER CONTRACTING COMPANY"
