Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"BLDC-2025-023112","Building Commercial - Tenant Fit-Up","Issued","","05/01/2026","05/13/2025","10/28/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 4"
"BLDC-2025-023201","Building Commercial - Tenant Fit-Up","Issued","","05/01/2026","05/14/2025","10/28/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 5"
"BLDC-2025-023209","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 6"
"BLDC-2025-023215","Building Commercial - Tenant Fit-Up","Issued","","05/01/2026","05/14/2025","10/28/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 7"
"BLDC-2025-023219","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 8"
"BLDC-2025-023226","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 9"
"BLDC-2025-023231","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 10"
"BLDC-2025-023235","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 11"
"BLDC-2025-023239","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 12"
"BLDC-2025-023259","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 13"
"BLDC-2025-023262","Building Commercial - Tenant Fit-Up","Fees Due","","","05/14/2025","","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 14"
"BLDC-2025-023273","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 15"
"BLDC-2025-023281","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 16"
"BLDC-2025-023292","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 17"
"BLDC-2025-023309","Building Commercial - Tenant Fit-Up","Issued","","04/30/2026","05/14/2025","10/27/2026","","Permit","43855  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 18"
"BLDC-2025-023318","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","07/24/2025","05/14/2025","02/03/2027","09/01/2026","Permit","43714 EFFICIENCY DR STERLING VA 20166","093365404005","IAD 045 BUILDING 9 SUITE 105 TENANT FIT-UP BUILDING PERMIT. Electronic Copy "
"BLDC-2025-023325","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","08/28/2025","05/14/2025","01/11/2027","07/17/2026","Permit","43714 EFFICIENCY DR STERLING VA 20166","093365404005","IAD 045 BUILDING 9 SUITE 205 TENANT FIT-UP BUILDING PERMIT"
"BLDC-2025-023500","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 2"
"BLDC-2025-023553","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 3"
"BLDC-2025-023558","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 4"
"BLDC-2025-023561","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 5"
"BLDC-2025-023567","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 6"
"BLDC-2025-023588","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 7"
"BLDC-2025-023590","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 8"
"BLDC-2025-023591","Building Commercial - Tenant Fit-Up","In Review","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 9"
"BLDC-2025-023602","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 10"
"BLDC-2025-023607","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 11"
"BLDC-2025-023613","Building Commercial - Tenant Fit-Up","Fees Due","","","05/15/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 12"
"BLDC-2025-023761","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 13"
"BLDC-2025-023763","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 14"
"BLDC-2025-023765","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 15"
"BLDC-2025-023767","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 16"
"BLDC-2025-023769","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 17"
"BLDC-2025-023773","Building Commercial - Tenant Fit-Up","Fees Due","","","05/16/2025","","","Permit","43765  LIGHT SPEED PLZ STERLING VA 20166","122207249000","New data center build. Phase 18"
"BLDC-2025-024001","Building Commercial - Alteration","In Review","","","05/17/2025","","","Permit","43571  LITTLE RIVER TPKE  CHANTILLY VA 20152","128408530000","IAD 018 DEMOLITION PERMIT; Interior Alteration CONTRACTOR TBD"
"BLDC-2025-024034","Building Commercial - Miscellaneous Structure","Issued","","07/01/2025","05/18/2025","12/28/2025","","Permit","43115  GOOSE PARK LN  ASHBURN VA 20147","114464812000","Erection of a temporary construction break tent for use in conducting ""Stretch-&-Flex"" huddles and other safety standing meetings.
Temporary construction break tent is to be used for more than 6 months (possibly 2+ years) until the construction of the ""Building 4"" Data Center located on the BIC campus (Belmont Innovation Campus) is completed by 2027.
Building 4 Data Center Core-&-Shell Permit is still under review under case BLDC-2025-009449.
The address of the temporary construction break tent is:
43207 Goose Park Lane, Ashburn, VA 20147."
"BLDC-2025-024492","Building Commercial - Alteration","Finaled","","07/14/2025","05/20/2025","03/01/2027","09/01/2026","Permit","43790  DEVIN SHAFRON DR  ASHBURN VA 20147","089374763000","IAD 013 DUNK TANK BUILDING PERMIT"
"BLDC-2025-024536","Building Commercial - Tenant Fit-Up","Issued","","10/10/2025","05/20/2025","11/24/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the first phase (office phase). BLDC-2025-024536 parent permit . Mass approval x 13 all scanned under this permit. electronic copy"
"BLDC-2025-024538","Building Commercial - Alteration","Issued","","07/29/2025","05/20/2025","03/16/2026","","Permit","22520  RANDOLPH DR  STERLING VA 20166","045352692000","IAD 076 ERUD ROMP 04 - CONTRACTORS TBD. Electronic Copy "
"BLDC-2025-024546","Building Commercial - Tenant Fit-Up","Issued","","11/05/2025","05/20/2025","11/02/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is Phase One."
"BLDC-2025-025222","Building Commercial - Alteration","Finaled","","08/21/2025","05/21/2025","11/30/2026","02/04/2026","Permit","43571  LITTLE RIVER TPKE  CHANTILLY VA 20152","128408530000","IAD 018 BUILDING PERMIT; CONTRACTOR TBD. electronic copy "
"BLDC-2025-025258","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","11/02/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the second phase."
"BLDC-2025-025260","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","11/02/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the third phase."
"BLDC-2025-025261","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","12/08/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the fourth phase."
"BLDC-2025-025264","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","08/10/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the fifth phase."
"BLDC-2025-025266","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","02/23/2027","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the sixth phase."
"BLDC-2025-025267","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","02/02/2027","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the seventh phase."
"BLDC-2025-025270","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","02/02/2027","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the eighth phase."
"BLDC-2025-025272","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","12/21/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the ninth phase."
"BLDC-2025-025273","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","12/21/2026","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the tenth phase."
"BLDC-2025-025274","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","02/01/2027","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the eleventh phase."
"BLDC-2025-025275","Building Commercial - Tenant Fit-Up","Issued","","11/18/2025","05/21/2025","02/22/2027","","Permit","21215  ATLANTIC BLVD  STERLING VA 20166","030455548000","Tenant Fit-out for an existing 2-story, 253,881 square foot building. There are 13 phases to the fit-out. This is the twelfth phase."
"BLDC-2025-025522","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/22/2025","02/02/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Office Phase"
"BLDC-2025-025524","Building Commercial - Tenant Fit-Up","In Review","","10/24/2025","05/22/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 1"
"BLDC-2025-025527","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/22/2025","02/02/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 2
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025532","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/22/2025","02/02/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 3
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025539","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/22/2025","02/02/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 4
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025542","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/22/2025","02/08/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 5
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025602","Building Commercial - Tenant Fit-Up","In Review","","10/24/2025","05/23/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 6
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025610","Building Commercial - Tenant Fit-Up","In Review","","10/20/2025","05/23/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 7
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025620","Building Commercial - Tenant Fit-Up","Issued","","10/24/2025","05/23/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 8
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025625","Building Commercial - Tenant Fit-Up","Issued","","10/20/2025","05/23/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 9
Parent Permit: BLDC-2025-025522"
"BLDC-2025-025628","Building Commercial - Tenant Fit-Up","Issued","","10/20/2025","05/23/2025","07/30/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000","IAD 128 TI Phase 10
Parent Permit: BLDC-2025-025522"
"BLDC-2025-026603","Building Commercial - Tenant Fit-Up","Issued","","02/09/2026","05/29/2025","08/08/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 01"
"BLDC-2025-026606","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 02"
"BLDC-2025-026608","Building Commercial - Alteration","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 03"
"BLDC-2025-026609","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 04"
"BLDC-2025-026613","Building Commercial - Alteration","Cancelled","","","05/29/2025","","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 05"
"BLDC-2025-026615","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 06"
"BLDC-2025-026617","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 07"
"BLDC-2025-026620","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 08"
"BLDC-2025-026623","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 09"
"BLDC-2025-026624","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 10"
"BLDC-2025-026625","Building Commercial - Tenant Fit-Up","Issued","","02/17/2026","05/29/2025","08/16/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 11"
"BLDC-2025-026626","Building Commercial - Tenant Fit-Up","Issued","","02/11/2026","05/29/2025","08/10/2026","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 12"
"BLDC-2025-026646","Building Commercial - Alteration","Issued","","07/17/2025","05/29/2025","01/13/2026","","Permit","44740  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","DC 16-3 SEPARATION PERMIT FOR STEEL SOW @ GENERATOR YARDS DUE TO DELAYS; NEED TO SEPARATE IN ORDER TO OBTAIN OCCUPANCY; PLANS ALREADY REVIEWED/APPROVED UNDER BLDC-2024-037521"
"BLDC-2025-026657","Building Commercial - Alteration","Issued Certificate of Occupancy","","07/23/2025","05/30/2025","12/08/2026","06/11/2026","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD44 Suite 120 Building **Tenant Fit Up**"
"BLDC-2025-026658","Building Commercial - Alteration","Issued Certificate of Occupancy","","07/23/2025","05/30/2025","12/08/2026","06/11/2026","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD44 Suite 220 Building Permit **Tenant Fit Up**"
"BLDC-2025-026734","Building Commercial - Miscellaneous Structure","Issued","","08/15/2025","05/30/2025","02/10/2027","","Permit","43304  OLD OX RD  STERLING VA 20166","124369522000","Cyrus 1 NVA11 - Approx 196 ft long and approx 5ft high retaining wall. Misc. Structure retaining wall. Electronic copy"
"BLDC-2025-027263","Building Commercial - Alteration","Issued","","08/15/2025","06/03/2025","02/11/2026","","Permit","22631  DULLES SUMMIT CT  STERLING VA 20166","045358110000","roof framing upgrades for sprinkler system support. Electronic copy"
"BLDC-2025-027264","Building Commercial - Alteration","Cancelled","","","06/03/2025","","","Permit","44521  HASTINGS DR  ASHBURN VA 20147","060170268000","Building Permit needed for Fire Suppression Alteration."
"BLDC-2025-027274","Building Commercial - Alteration","Issued","","08/15/2025","06/03/2025","02/11/2026","","Permit","22651  DULLES SUMMIT CT  STERLING VA 20166","045254455000","roof framing upgrades for sprinkler system support. Electronic Copy "
"BLDC-2025-027880","Building Commercial - Tenant Fit-Up","Cancelled","","","06/06/2025","","","Permit","43294  OLD OX RD  STERLING VA 20166","124369522000","CYRUSONE NVA10 PHASE 1B TENANT FITOUT BUILDING PERMIT"
"BLDC-2025-027900","Building Commercial - Tenant Fit-Up","Fees Due","","","05/29/2025","","","Permit","25190  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Data Center Tenant Fitout Construction - Phase 05"
"BLDC-2025-028261","Building Commercial - Alteration","Cancelled","","07/22/2025","06/10/2025","01/18/2026","","Permit","21625  GRESHAM DR  ASHBURN VA 20147","061467942000","Building Permit needed for Fire Suppression Alteration. electronic copy "
"BLDC-2025-028580","Building Commercial - Miscellaneous Structure","Issued","","07/17/2025","06/11/2025","01/13/2026","","Permit","22295 LOCKRIDGE RD STERLING VA 20166","062275493001","Installation of retaining wall #1"
"BLDC-2025-028661","Building Commercial - Miscellaneous Structure","Issued","","07/18/2025","06/12/2025","01/14/2026","","Permit","22285  LOCKRIDGE RD  STERLING VA 20166","062275493000","Installation of retaining wall #2"
"BLDC-2025-028670","Building Commercial - Miscellaneous Structure","Issued","","07/18/2025","06/12/2025","01/14/2026","","Permit","22285  LOCKRIDGE RD  STERLING VA 20166","062275493000","Installation of retaining wall #3"
"BLDC-2025-028925","Building Commercial - Alteration","Issued","","08/22/2025","06/13/2025","02/18/2026","","Permit","44820  PRENTICE DR  STERLING VA 20166","044370416000","Generator Yard Screen Wall"
"BLDC-2025-029746","Building Commercial - New Construction","Issued","","10/14/2025","06/18/2025","03/10/2027","","Permit","22190  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062257134000","FULL APPROVAL New build 2-story 96MW data center on existing campus for CloudHQ. Will include mainly data hall spaces with both cloud and tenant admin spaces. Includes rooftop platform for air-cooled chillers and generator penthouse spaces."
"BLDC-2025-030051","Building Commercial - Alteration","Issued","","07/22/2025","06/19/2025","01/18/2026","","Permit","43881 DEVIN SHAFRON DR Unit: 110 ASHBURN VA 20147","089278681000","RENOVATION TO EXISTING TENANT"
"BLDC-2025-030101","Building Commercial - Alteration","Finaled","","07/25/2025","06/20/2025","06/08/2026","12/08/2025","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","Adiabatic Trim"
"BLDC-2025-030816","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","07/16/2025","06/25/2025","02/24/2026","08/28/2025","Permit","44621  WAXPOOL RD  ASHBURN VA 20147","061275931000","LC2PH3 - Tenant Fitout - Phase 13"
"BLDC-2025-030931","Building Commercial - Alteration","Issued","","11/07/2025","06/26/2025","03/01/2027","","Permit","22175  BEAUMEADE CIR  ASHBURN VA 20147","061200160000","The Equinix DC21-P2 project involves the installation of a generator, a transformer, and a premanufactured low-voltage electrical skid in the existing equipment yard. Additionally, two air-cooled chillers will be installed at the roof level, and the chilled water loop will be extended accordingly. Further mechanical and electrical equipment will also be installed within the existing data hall space."
"BLDC-2025-030954","Building Commercial - Alteration","Issued","","01/28/2026","06/26/2025","03/15/2027","","Permit","22165  BEAUMEADE CIR  ASHBURN VA 20147","061200160000","This project consists of the build out of (4) data halls on the first and second floor of an existing 4 story data hall. Additionally, this includes the build out of office space on the third floor. This includes the associated architectural, structural, mechanical, electrical, and plumbing work that is necessary to support the build out."
"BLDC-2025-030992","Building Commercial - Tenant Fit-Up","Cancelled","","","06/26/2025","","","Permit","21800  BEAUMEADE CIR  ASHBURN VA 20147","061307791000","WHITE BOX"
"BLDC-2025-031140","Building Commercial - Tenant Fit-Up","Issued","","08/19/2025","06/28/2025","11/30/2026","","Permit","43294  OLD OX RD  STERLING VA 20166","124369522000","CYRUSONE NVA 10 TENANT FIT-UP PHASE 1 BUILDING PERMIT"
"BLDC-2025-031142","Building Commercial - Tenant Fit-Up","Issued","","08/19/2025","06/28/2025","11/30/2026","","Permit","43294  OLD OX RD  STERLING VA 20166","124369522000","CYRUSONE NVA 10 TENANT FIT-UP PHASE 2 BUILDING PERMIT; ALL PLANS REVIEWED UNDER BLDC-2025-031140"
"BLDC-2025-031143","Building Commercial - Tenant Fit-Up","Issued","","08/19/2025","06/28/2025","01/04/2027","","Permit","43294  OLD OX RD  STERLING VA 20166","124369522000","CYRUSONE NVA 10 TENANT FIT-UP PHASE 3 BUILDING PERMIT; ALL PLANS REVIEWED UNDER BLDC-2025-031140"
"BLDC-2025-031144","Building Commercial - Tenant Fit-Up","Issued","","08/19/2025","06/28/2025","02/10/2027","","Permit","43294  OLD OX RD  STERLING VA 20166","124369522000","CYRUSONE NVA 10 TENANT FIT-UP PHASE 4 BUILDING PERMIT; ALL PLANS REVIEWED UNDER BLDC-2025-031140"
"BLDC-2025-032164","Building Commercial - Alteration","Finaled","","07/30/2025","07/07/2025","04/15/2026","10/17/2025","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD 044 SUITE 110 CAGE INSTALL BUILDING PERMIT; CONTRACTOR IS: POWER SOLUTIONS, LLC"
"BLDC-2025-032169","Building Commercial - Tenant Fit-Up","Cancelled","","","07/07/2025","","","Permit","44521  HASTINGS DR  ASHBURN VA 20147","060170268000","Fire Suppression Alternation"
"BLDC-2025-032176","Building Commercial - Tenant Fit-Up","Cancelled","","","07/07/2025","","","Permit","21625  GRESHAM DR  ASHBURN VA 20147","061467942000","Fire Suppression Alteration"
"BLDC-2025-032204","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","08/11/2025","07/07/2025","07/13/2026","01/30/2026","Permit","42370 THUNDERBALL DR LEESBURG VA 20175","194103673002","IAD 001 BYTEDANCE BUILDING E PHASE 1 (1ST FLOOR EAST) TENANT FITOUT BUILDING PERMIT. Electronic Copy "
"BLDC-2025-032379","Building Commercial - Tenant Fit-Up","Issued","","07/30/2025","07/08/2025","02/22/2027","","Permit","22588  RELOCATION DR  STERLING VA 20166","045399350000","IAD 054 PROJECT GOLD PH 2 DH01 & DH02 EXPANSION BUILDING PERMIT"
"BLDC-2025-032622","Building Commercial - Alteration","Issued Certificate of Occupancy","","09/02/2025","07/09/2025","12/14/2026","06/23/2026","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD44 Suite 125. Electronic copy "
"BLDC-2025-032623","Building Commercial - Alteration","Issued Certificate of Occupancy","","09/02/2025","07/09/2025","12/14/2026","06/23/2026","Permit","43704 EFFICIENCY DR STERLING VA 20166","093365404003","IAD44 Suite 225. electronic copy"
"BLDC-2025-032890","Building Commercial - Tenant Fit-Up","In Review","","09/17/2025","07/11/2025","03/16/2026","","Permit","44595  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 1 SE TENANT FITOUT PHASE 2 PERMIT"
"BLDC-2025-032897","Building Commercial - Tenant Fit-Up","In Review","","09/17/2025","07/11/2025","03/16/2026","","Permit","44595  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 1 SE TENANT FITOUT PHASE 3 BUILDING PERMIT"
"BLDC-2025-032901","Building Commercial - Tenant Fit-Up","In Review","","09/17/2025","07/11/2025","03/16/2026","","Permit","44595  LOW LATENCY LN  STERLING VA 20166","063477734000","SDC BUILDING 1 SE TENANT FITOUT PHASE 4 BUILDING PERMIT"
"BLDC-2025-033220","Building Commercial - Alteration","Finaled","","08/07/2025","07/14/2025","12/14/2026","06/17/2026","Permit","21800  BEAUMEADE CIR  ASHBURN VA 20147","061307791000","WHITE BOX. Phase 3 alteration. Electronic Copy "
"BLDC-2025-033225","Building Commercial - Alteration","Finaled","","08/12/2025","07/14/2025","01/06/2027","07/10/2026","Permit","21800  BEAUMEADE CIR  ASHBURN VA 20147","061307791000","WHITE BOX"
"BLDC-2025-033413","Building Commercial - Tenant Fit-Up","Issued","","09/04/2025","07/15/2025","03/30/2026","","Permit","44521  HASTINGS DR  ASHBURN VA 20147","060170268000","Tenant Fit Up for Apple for the below Pods:
Pod 9BD & computer room-5,230SF
Pod 9AC & computer room-5,230SF
Pod 16 & computer room-11,304SF"
"BLDC-2025-033825","Building Commercial - Tenant Fit-Up","Cancelled","","","07/17/2025","","","Permit","21625  GRESHAM DR  ASHBURN VA 20147","061467942000","Tenant Fit Up for Apple for the below Pods:
CR2 - 8,582 SF"
