date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
9/29/2016,Virginia,51,Rockingham,165,51165,29,Good,Ozone,51-165-0003,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Stafford,179,51179,26,Good,Ozone,51-179-0001,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Wythe,197,51197,40,Good,Ozone,51-197-0002,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Hampton City,650,51650,29,Good,Ozone,51-650-0008,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Norfolk City,710,51710,19,Good,NO2,51-710-0024,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Richmond City,760,51760,21,Good,NO2,51-760-0025,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Suffolk City,800,51800,28,Good,Ozone,51-800-0004,2,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/29/2016,Virginia,51,Virginia Beach City,810,51810,17,Good,PM2.5,51-810-0008,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Albemarle,3,51003,19,Good,Ozone,51-003-0001,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Arlington,13,51013,21,Good,Ozone,51-013-0020,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Caroline,33,51033,21,Good,Ozone,51-033-0001,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Charles,36,51036,22,Good,Ozone,51-036-0002,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Chesterfield,41,51041,17,Good,Ozone,51-041-0004,2,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Fairfax,59,51059,21,Good,Ozone,51-059-0030,2,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Fauquier,61,51061,19,Good,Ozone,51-061-0002,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Frederick,69,51069,12,Good,Ozone,51-069-0010,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Giles,71,51071,32,Good,Ozone,51-071-9991,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Hanover,85,51085,22,Good,Ozone,51-085-0003,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Henrico,87,51087,19,Good,Ozone,51-087-0014,2,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Loudoun,107,51107,20,Good,Ozone,51-107-1005,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Madison,113,51113,24,Good,Ozone,51-113-0003,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Prince Edward,147,51147,17,Good,Ozone,51-147-9991,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
9/30/2016,Virginia,51,Prince William,153,51153,22,Good,Ozone,51-153-0009,1,2016,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2016.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
