date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
7/16/2024,Virginia,51,Albemarle,3,51003,56,Moderate,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Arlington,13,51013,50,Good,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Caroline,33,51033,43,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Charles,36,51036,55,Moderate,PM2.5,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Chesterfield,41,51041,64,Moderate,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Fairfax,59,51059,58,Moderate,PM2.5,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Fauquier,61,51061,42,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Frederick,69,51069,54,Moderate,PM2.5,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Giles,71,51071,44,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Hanover,85,51085,54,Moderate,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Henrico,87,51087,62,Moderate,PM2.5,51-087-0014,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Loudoun,107,51107,56,Moderate,PM2.5,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Madison,113,51113,54,Moderate,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Prince Edward,147,51147,44,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Prince William,153,51153,45,Good,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Roanoke,161,51161,54,Moderate,PM2.5,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Rockbridge,163,51163,44,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Rockingham,165,51165,55,Moderate,PM2.5,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Stafford,179,51179,45,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Wythe,197,51197,41,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Hampton City,650,51650,65,Moderate,PM2.5,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Norfolk City,710,51710,59,Moderate,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Richmond City,760,51760,61,Moderate,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Suffolk City,800,51800,38,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/16/2024,Virginia,51,Virginia Beach City,810,51810,67,Moderate,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Albemarle,3,51003,46,Good,Ozone,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Arlington,13,51013,87,Moderate,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Caroline,33,51033,46,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Carroll,35,51035,12,Good,PM10,51-035-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Charles,36,51036,42,Good,PM2.5,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Chesterfield,41,51041,54,Moderate,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Fairfax,59,51059,80,Moderate,Ozone,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Fauquier,61,51061,43,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Frederick,69,51069,46,Good,PM2.5,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Giles,71,51071,38,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Hanover,85,51085,44,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Henrico,87,51087,55,Moderate,PM2.5,51-087-0015,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Loudoun,107,51107,58,Moderate,Ozone,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Madison,113,51113,54,Moderate,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Prince Edward,147,51147,43,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Prince William,153,51153,54,Moderate,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Roanoke,161,51161,47,Good,PM2.5,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Rockbridge,163,51163,38,Good,PM2.5,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Rockingham,165,51165,47,Good,PM2.5,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Stafford,179,51179,50,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Wythe,197,51197,42,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Bristol City,520,51520,51,Moderate,PM2.5,51-520-0006,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Hampton City,650,51650,55,Moderate,PM2.5,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Hopewell City,670,51670,11,Good,PM10,51-670-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Lynchburg City,680,51680,46,Good,PM2.5,51-680-0015,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Norfolk City,710,51710,52,Moderate,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Richmond City,760,51760,56,Moderate,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Salem City,775,51775,52,Moderate,PM2.5,51-775-0011,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Suffolk City,800,51800,34,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/17/2024,Virginia,51,Virginia Beach City,810,51810,56,Moderate,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Albemarle,3,51003,49,Good,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Arlington,13,51013,43,Good,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Caroline,33,51033,43,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Charles,36,51036,34,Good,PM2.5,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Chesterfield,41,51041,46,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Fairfax,59,51059,47,Good,PM2.5,51-059-0031,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Fauquier,61,51061,31,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Frederick,69,51069,52,Moderate,PM2.5,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Giles,71,51071,38,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Hanover,85,51085,31,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Henrico,87,51087,39,Good,Ozone,51-087-0014,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Loudoun,107,51107,52,Moderate,PM2.5,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Madison,113,51113,43,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Prince Edward,147,51147,23,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Prince William,153,51153,43,Good,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Roanoke,161,51161,39,Good,Ozone,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Rockbridge,163,51163,31,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Rockingham,165,51165,49,Good,PM2.5,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Stafford,179,51179,44,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Wythe,197,51197,40,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Hampton City,650,51650,44,Good,PM2.5,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Norfolk City,710,51710,39,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Richmond City,760,51760,40,Good,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Suffolk City,800,51800,27,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/18/2024,Virginia,51,Virginia Beach City,810,51810,44,Good,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Albemarle,3,51003,56,Moderate,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Arlington,13,51013,54,Moderate,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Caroline,33,51033,45,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Charles,36,51036,48,Good,PM2.5,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Chesterfield,41,51041,56,Moderate,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Fairfax,59,51059,54,Moderate,Ozone,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Fauquier,61,51061,46,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Frederick,69,51069,51,Moderate,Ozone,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Giles,71,51071,48,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Hanover,85,51085,45,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Henrico,87,51087,52,Moderate,PM2.5,51-087-0014,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Loudoun,107,51107,74,Moderate,Ozone,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Madison,113,51113,50,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Prince Edward,147,51147,40,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Prince William,153,51153,74,Moderate,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Roanoke,161,51161,51,Moderate,PM2.5,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Rockbridge,163,51163,41,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Rockingham,165,51165,54,Moderate,PM2.5,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Stafford,179,51179,47,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Wythe,197,51197,38,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Hampton City,650,51650,48,Good,Ozone,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Norfolk City,710,51710,46,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Richmond City,760,51760,53,Moderate,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Suffolk City,800,51800,44,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/19/2024,Virginia,51,Virginia Beach City,810,51810,51,Moderate,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Albemarle,3,51003,53,Moderate,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Arlington,13,51013,44,Good,PM2.5,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Caroline,33,51033,31,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Charles,36,51036,32,Good,Ozone,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Chesterfield,41,51041,41,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Fairfax,59,51059,46,Good,PM2.5,51-059-0031,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Fauquier,61,51061,29,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Frederick,69,51069,49,Good,PM2.5,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Giles,71,51071,34,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
